subjects	Activity	variable	Description
15	WALKING_UPSTAIRS	tBodyGyroJerk-mean()-Z	"Subject # 15 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroJerk-std()-X	"Subject # 15 while WALKING_UPSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroJerk-std()-Y	"Subject # 15 while WALKING_UPSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroJerk-std()-Z	"Subject # 15 while WALKING_UPSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
15	WALKING_UPSTAIRS	tBodyAccMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
15	WALKING_UPSTAIRS	tBodyAccMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
15	WALKING_UPSTAIRS	tGravityAccMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
15	WALKING_UPSTAIRS	tGravityAccMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
15	WALKING_UPSTAIRS	tBodyAccJerkMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
15	WALKING_UPSTAIRS	tBodyAccJerkMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of magnitute of measurements of body angular velocity in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroJerkMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
15	WALKING_UPSTAIRS	tBodyGyroJerkMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
15	WALKING_UPSTAIRS	fBodyAcc-mean()-X	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAcc-mean()-Z	"Subject # 15 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAcc-std()-X	"Subject # 15 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAcc-std()-Y	"Subject # 15 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAcc-std()-Z	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccJerk-mean()-X	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccJerk-mean()-Y	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccJerk-mean()-Z	"Subject # 15 while WALKING_UPSTAIRS,Mean of body angular velocity for x- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccJerk-std()-X	"Subject # 15 while WALKING_UPSTAIRS,Mean of body angular velocity for y- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccJerk-std()-Y	"Subject # 15 while WALKING_UPSTAIRS,Mean of body angular velocity for z- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccJerk-std()-Z	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for x- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyGyro-mean()-X	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for y- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyGyro-mean()-Y	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for z- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	"Subject # 15 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for X- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyGyro-std()-X	"Subject # 15 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Y- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyGyro-std()-Y	"Subject # 15 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyGyro-std()-Z	"Subject # 15 while WALKING_UPSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyAccMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyBodyGyroMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyBodyGyroMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-mean()	"Subject # 15 while WALKING_UPSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (frequency domain)"
15	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-std()	"Subject # 15 while WALKING_UPSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (frequency domain)"
15	WALKING_DOWNSTAIRS	tBodyAcc-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  X axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAcc-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAcc-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAcc-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAcc-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAcc-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAcc-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerk-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerk-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerk-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of body angular velocity for x- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of body angular velocity for y- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of body angular velocity for z- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyro-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for x- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyro-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for y- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyro-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for z- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerk-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerk-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerk-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerk-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerk-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerk-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccMag-mean()	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccMag-std()	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAccMag-mean()	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
15	WALKING_DOWNSTAIRS	tGravityAccMag-std()	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerkMag-mean()	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyAccJerkMag-std()	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroMag-mean()	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of body angular velocity in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroMag-std()	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerkMag-mean()	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
15	WALKING_DOWNSTAIRS	tBodyGyroJerkMag-std()	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
15	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of body angular velocity in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Jerk  angular velocity in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAcc-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of Jerk angular velocity in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAcc-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  X axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAcc-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Y axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Z axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  X axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Y axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Z axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  X axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Y axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyGyro-mean()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Z axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyGyro-mean()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyGyro-mean()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyGyro-std()-X	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyGyro-std()-Y	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyGyro-std()-Z	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	"Subject # 15 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
15	WALKING_DOWNSTAIRS	fBodyAccMag-std()	"Subject # 15 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
